Unnamed: 0,text,created_at,user_followers,user_friends,retweet_count,favorite_count,processed_text,label,word_count
36,Perjudian terjadi di Tangerang. ,2024-06-12 11:28:14,-1.2119471932750574,-1.3386169942205675,0.5518390988644827,0.7013057982165156,perjudian terjadi tangerang,2,2
37,Pendidikan meningkatkan keterampilan. ,2024-06-07 19:31:28,1.1941419925518142,-0.974702418590847,1.0842220218174128,0.7590074436185656,pendidikan meningkatkan keterampilan,2,3
38,Kompetisi mendongkrak perekonomian daerah. ,2024-06-06 11:26:22,1.68676042778984,-0.5427729800785006,-0.1741376142531494,1.0475156706288156,kompetisi mendongkrak perekonomian daerah,2,4
39,Perjudian kasus meningkat selama pandemi. ,2024-03-31 00:08:16,1.4154684180980417,0.5433612735832276,0.13699526279726434,-0.17575921189464414,perjudian kasus meningkat selama pandemi,1,3
40,Pelecehan tersangka akan segera diadili. ,2024-04-16 19:04:47,0.6202415154995142,-0.8597082174284691,1.6788315201804256,1.3014029103978355,pelecehan tersangka segera diadili,2,3
41,Edukasi lingkungan menjadi daya tarik utama. ,2024-06-06 11:58:49,0.8654951221858742,-0.07508314974126838,0.4273859480443171,0.6436041528144656,edukasi lingkungan menjadi daya tarik utama,2,5
42,Hubungan internasional memberikan hiburan. ,2024-03-16 10:10:49,-1.707732461311042,1.315365026508704,-1.6675754240951353,-0.718154678673914,hubungan internasional memberikan hiburan,1,3
43,Pameran buku mendongkrak perekonomian daerah. ,2024-01-08 10:28:23,-1.6859165020362152,0.6099737681589953,0.4343000119787708,0.28585395132175573,pameran buku mendongkrak perekonomian daerah,1,5
44,Pelecehan pelaku berhasil melarikan diri. ,2024-06-05 01:33:14,0.4421951381920563,-1.6317119703539453,-1.460153506061526,-0.833557969478014,pelecehan pelaku berhasil melarikan diri,0,4
45,Pencurian kasus ini menarik perhatian publik. ,2024-02-01 03:12:12,0.6920230589199122,0.15841117335063318,-0.5198408109758312,-1.5721390306242538,pencurian kasus menarik perhatian publik,0,4
46,Perjudian warga diminta waspada. ,2024-01-11 03:50:47,0.24057345005535005,-1.5258331631861461,0.8284016562426282,-0.40656579350284405,perjudian warga diminta waspada,1,3
47,Kesenian memecahkan rekor. ,2024-04-25 20:02:33,-1.4417185062825082,-0.009171839318929806,1.2086751726375782,-0.9951225766037539,kesenian memecahkan rekor,1,3
48,Museum menarik wisatawan mancanegara. ,2024-03-24 15:28:42,0.6086297952403322,-1.173137534011292,-1.7159738716363107,-0.3142431608595641,museum menarik wisatawan mancanegara,2,4
49,Pemberdayaan mendapat pujian banyak pihak. ,2024-02-08 10:25:44,-0.3129185489656604,1.6435192103135385,1.1671907890308564,-1.1682275128099038,pemberdayaan mendapat pujian banyak pihak,2,2
50,Penipuan motif masih belum diketahui. ,2024-07-16 18:32:52,1.6002003313123012,1.6890961802864322,-1.5638644650783307,-0.752775665915144,penipuan motif diketahui,0,2
51,Kesehatan menjadi ikon baru. ,2024-06-26 19:20:23,-0.07083177507725913,0.7123466545596489,1.02199544640733,0.6320638237340557,kesehatan menjadi ikon baru,2,2
52,Kekerasan barang bukti ditemukan. ,2024-06-28 07:29:16,-1.0989968234811958,0.3203847127927631,-1.0729659257321222,-0.487348097065714,kekerasan barang bukti ditemukan,0,4
53,Volunteer dapat dinikmati di Jakarta. ,2024-07-28 09:52:21,0.2683712046152101,-1.6807948610939847,0.9666829349317009,-1.1336065255686738,volunteer dinikmati jakarta,2,3
54,Pelatihan memperkenalkan teknologi baru. ,2024-03-07 03:19:34,-1.6549519146783964,-1.000646232267725,1.3193001955888364,-0.09497690833177415,pelatihan memperkenalkan teknologi baru,2,3
55,Pembunuhan kejadian ini menggemparkan warga. ,2024-03-13 18:07:41,-0.873447954204357,-1.095306092980658,-0.31241889294222214,0.3435555967238057,pembunuhan kejadian menggemparkan warga,0,4
56,Urban farming memiliki potensi besar. ,2024-02-16 13:24:03,1.4802125553007535,-0.9711964978237013,-0.2847626372044076,1.3129432394782454,urban farming memiliki potensi besar,1,4
57,Pemberdayaan melibatkan banyak peserta. ,2024-02-29 20:59:35,-0.9223579274172752,1.4710279085699716,0.6278938021434727,-1.5605987015438438,pemberdayaan melibatkan banyak peserta,0,3
58,Pembakaran tersangka mengaku bersalah. ,2024-07-21 01:31:44,1.7142063120388158,1.1092168854005386,0.6693781857501945,1.6129917955689053,pembakaran tersangka mengaku bersalah,0,4
59,Pemalsuan lokasi kejadian telah diamankan. ,2024-03-30 10:01:04,0.9246093344144373,0.018174342664806414,1.09805014968632,-0.660453033271864,pemalsuan lokasi kejadian diamankan,2,4
60,Literasi memupuk rasa kebersamaan. ,2024-07-04 21:19:33,1.1666961083028387,1.6379097370861055,-1.3910128667169896,-0.625832046030634,literasi memupuk rasa kebersamaan,2,3
61,Lingkungan hidup menggali potensi lokal. ,2024-04-19 05:59:40,1.3077961029674445,-1.6730818354062642,0.94594074312834,1.0590559997092255,lingkungan hidup menggali potensi lokal,1,5
62,Pemberdayaan menciptakan lapangan kerja baru. ,2024-02-04 16:47:11,1.5780325017265902,-0.04142631037666996,-1.1905050126178343,-1.2490098163727739,pemberdayaan menciptakan lapangan kerja baru,2,4
63,Pembangunan meningkatkan kesadaran masyarakat. ,2024-06-25 07:12:49,-0.10566693585480523,1.248051347779507,-1.3564425470447214,-1.6413810051067137,pembangunan meningkatkan kesadaran masyarakat,2,4
64,Pembobolan polisi masih memburu pelaku. ,2024-02-25 21:54:38,-1.5131481793920218,-1.300051865781965,-0.8378877519606986,-1.4451954107397438,pembobolan polisi memburu pelaku,0,4
65,Konservasi memperkuat hubungan antarwarga. ,2024-04-06 23:15:57,1.0987851383021678,-1.602963420063351,-1.384098802782536,0.7820881017793856,konservasi memperkuat hubungan antarwarga,1,4
66,Pencurian penyidikan dilakukan secara intensif. ,2024-06-13 07:50:43,1.108285636696044,0.24115090345527096,-1.633005104422867,-1.052824222005804,pencurian penyidikan dilakukan intensif,1,3
67,Jurnalistik menjadi inspirasi bagi banyak orang. ,2024-02-11 20:46:14,-0.2034868822806418,-1.5118094801175634,0.19230777427289344,-0.741235336834734,jurnalistik menjadi inspirasi banyak orang,2,3
68,Edukasi lingkungan menyediakan ruang kreativitas. ,2024-07-18 10:20:42,0.1434572442512821,-1.5650994757781778,-1.1075362454043904,-0.8220176403976039,edukasi lingkungan menyediakan ruang kreativitas,1,5
69,Musik diselenggarakan dengan sangat baik. ,2024-04-25 18:03:06,-0.1619661855962939,-1.3975164631086148,-0.6857783454027186,-0.8104773113171939,musik diselenggarakan sangat baik,1,2
70,Edukasi lingkungan menambah wawasan masyarakat. ,2024-04-26 00:53:36,1.3120185466980563,-1.7179576212257288,-1.4255831863892579,-0.591211058789404,edukasi lingkungan menambah wawasan masyarakat,2,5
71,Penelitian mendapat respon positif. ,2024-02-27 15:19:15,1.1621217942613427,0.2502662974498497,-0.7687471126161622,-1.5259777143026136,penelitian mendapat respon positif,2,3
72,Pembakaran warga diminta waspada. ,2024-04-23 00:15:15,-0.4853350012989694,1.267684504075523,0.7108625693569163,-1.6875423214283538,pembakaran warga diminta waspada,0,3
73,Festival dapat dinikmati di Purwokerto. ,2024-04-14 10:23:19,-0.4575372467391094,-0.2679087919342802,-0.9001143273707813,-0.8566386276388339,festival dinikmati purwokerto,2,3
74,Entrepreneurship meningkatkan kesadaran masyarakat. ,2024-07-01 08:28:33,-0.8973751353444895,-0.4361929887572723,0.4412140759132244,-0.16421888281423414,entrepreneurship meningkatkan kesadaran masyarakat,2,4
75,Kegiatan amal mengalami peningkatan. ,2024-07-13 12:10:37,-1.7021025363368931,-1.6008598676030634,-0.7687471126161622,0.26277329316093573,kegiatan amal mengalami peningkatan,2,4
76,Pameran diharapkan memberikan manfaat. ,2024-05-14 09:52:04,-0.8315753872091247,1.6049540818749362,0.7661750808325454,1.2552415940761954,pameran diharapkan memberikan manfaat,2,3
77,Antropologi menjadi ikon baru. ,2024-01-06 10:58:13,0.8915335251913127,-0.45863088166700455,0.4965265873888535,1.0821366578700455,antropologi menjadi ikon baru,2,2
78,Pembobolan tersangka akan segera diadili. ,2024-06-23 14:47:34,-0.45366667331938204,-0.5119208773276187,-1.0383956060598543,-1.7106229795891736,pembobolan tersangka segera diadili,0,3
79,Pembangunan mendapat sorotan positif. ,2024-03-20 16:14:56,-0.7548676594363464,-0.7482199370332369,1.4022689628022802,0.26277329316093573,pembangunan mendapat sorotan positif,2,3
80,Edukasi lingkungan melibatkan banyak peserta. ,2024-07-20 05:16:55,0.8841442486627423,-0.27982892254257546,-0.2501923175321394,0.7128461272969256,edukasi lingkungan melibatkan banyak peserta,1,4
81,Perdagangan manusia berhasil ditangkap. ,2024-07-12 05:37:49,0.6508542325464487,-0.42847996306955183,1.6096908808358892,-1.6990826505087637,perdagangan manusia berhasil ditangkap,0,4
82,Penggelapan lokasi kejadian telah diamankan. ,2024-04-29 02:39:34,-0.6313611803159557,-1.645735653422528,-0.9208565191741424,-0.9605015893625239,penggelapan lokasi kejadian diamankan,0,4
83,Fotografi menciptakan lapangan kerja baru. ,2024-03-17 02:06:25,0.7923060975219389,0.8729178256949205,1.215589236572032,0.8744107344226656,fotografi menciptakan lapangan kerja baru,2,4
84,Korupsi berhasil ditangkap. ,2024-01-31 19:25:18,1.409134752502124,1.3181697631224205,-1.2043331404867414,1.0475156706288156,korupsi berhasil ditangkap,0,3
85,Perjudian tersangka mencoba melarikan diri. ,2024-06-23 06:22:35,0.0065796933172877865,-0.41515746415439825,-1.5984347847505989,1.0128946833875856,perjudian tersangka mencoba melarikan diri,1,4
86,Penyerangan tersangka mencoba melarikan diri. ,2024-04-10 00:03:39,-0.5764694118180042,-1.45781830030352,0.7316047611602772,0.10120868603519578,penyerangan tersangka mencoba melarikan diri,0,4
87,Perayaan acara tersebut sukses besar. ,2024-02-03 21:36:06,-0.08244349533644116,-1.6800936769405557,-0.5958955142548213,-1.2374694872923637,perayaan acara tersebut sukses besar,2,3
88,Ekonomi kreatif menggairahkan sektor pariwisata. ,2024-01-22 13:30:55,-0.7527564375710406,-0.9824154442785675,-1.4394113142581653,0.6320638237340557,ekonomi kreatif menggairahkan sektor pariwisata,1,5
89,Penelitian dapat dinikmati di Tangerang. ,2024-06-10 12:09:58,0.7082090932205902,0.21380472147153473,-0.2156219978598712,-0.2911625026987441,penelitian dinikmati tangerang,2,3
90,Arkeologi memberikan hiburan. ,2024-04-18 14:51:03,-1.2826731257628026,1.038397285904196,-0.6442939617959967,1.3821852139607054,arkeologi memberikan hiburan,1,2
91,Kegiatan amal menjadi sorotan media. ,2024-02-23 12:55:14,0.9376285359171566,0.32178708109962134,-0.7825752404850695,-0.47580776798530405,kegiatan amal menjadi sorotan media,1,4
92,Budaya mendukung pembangunan berkelanjutan. ,2024-01-30 18:37:33,-0.7671831203172971,-0.8555011125078943,0.219964030010708,-0.602751387869814,budaya mendukung pembangunan berkelanjutan,0,4
93,Penipuan barang bukti ditemukan. ,2024-01-13 20:57:18,-0.3048255318153214,-0.6093854746542683,0.8837141677182573,1.3591045557998855,penipuan barang bukti ditemukan,0,4
94,Pengembangan diri meningkatkan keterampilan. ,2024-06-20 18:20:16,-0.21474673222893953,-0.8106253266884297,-0.9761690306497715,-0.2450011863771041,pengembangan diri meningkatkan keterampilan,2,3
95,Seni kontemporer memecahkan rekor. ,2024-01-15 23:03:04,0.007283433939056395,1.5320309299183064,0.3167609250930589,-0.3488641481007941,seni kontemporer memecahkan rekor,1,4
96,Teater mendukung pembangunan berkelanjutan. ,2024-05-09 10:42:46,-1.4705718717750211,0.4262635199605623,-0.8171455601573377,0.6782251400556957,teater mendukung pembangunan berkelanjutan,2,4
97,Konser memperkenalkan teknologi baru. ,2024-07-22 00:31:07,-0.34740183943232217,0.15210051596977098,-0.3953876601556658,0.0896683569547858,konser memperkenalkan teknologi baru,2,3
98,Pencurian polisi masih memburu pelaku. ,2024-02-19 10:02:11,-1.0708471986104515,-1.4564159319966619,0.07476868738718159,1.1975399486741454,pencurian polisi memburu pelaku,0,4
99,Edukasi lingkungan meningkatkan keterampilan. ,2024-06-28 00:07:55,-0.6204532006785423,0.2523698499101371,1.17410485296531,-1.3644131071768737,edukasi lingkungan meningkatkan keterampilan,2,4
100,Narkoba pelaku berhasil melarikan diri. ,2024-05-18 13:20:47,1.4305988414660666,1.5656877692829048,1.0565657660795982,-0.12959789557300413,narkoba pelaku berhasil melarikan diri,0,4
101,Antropologi mengalami peningkatan. ,2024-04-20 02:46:42,0.6086297952403322,-1.2825222619462369,1.6857455841148792,0.15891033143724578,antropologi mengalami peningkatan,2,3
102,Infrastruktur mendapat respon positif. ,2024-04-25 23:24:34,-1.6422845834865614,0.08198210062685758,-0.7894893044195231,-0.45272710982448405,infrastruktur mendapat respon positif,2,3
103,Penipuan berhasil ditangkap. ,2024-06-28 06:30:29,-1.671841689600843,-0.9599775513688352,-1.363356610979175,-1.0989855383274438,penipuan berhasil ditangkap,0,3
104,Korupsi motif masih belum diketahui. ,2024-04-11 03:13:22,-1.7154736081504967,1.5579747435951843,0.7108625693569163,0.21661197683929576,korupsi motif diketahui,0,2
105,Penyerangan tersangka mencoba melarikan diri. ,2024-03-08 11:01:49,0.41897169767369224,-1.6492415741896738,0.19922183820734707,0.7128461272969256,penyerangan tersangka mencoba melarikan diri,0,4
106,Penyelundupan lokasi kejadian telah diamankan. ,2024-03-17 22:03:32,0.2849091092267724,-0.32189997174832347,-0.6235517699926358,-0.25654151545751414,penyelundupan lokasi kejadian diamankan,2,4
107,Terorisme tersangka melawan saat ditangkap. ,2024-03-24 18:08:59,-0.8270010731676287,0.9023675601389441,1.519808049687992,-0.579670729708994,terorisme tersangka melawan ditangkap,0,4
108,Penyelundupan kasus meningkat selama pandemi. ,2024-04-29 02:31:20,-1.1781676434301642,-0.49298890518503213,-1.7228879355707643,-0.602751387869814,penyelundupan kasus meningkat selama pandemi,1,3
109,Perpustakaan menambah wawasan masyarakat. ,2024-03-05 16:04:05,1.5924591844728466,1.3392052877252945,0.9597688709972473,-0.47580776798530405,perpustakaan menambah wawasan masyarakat,2,4
110,Kegiatan amal mendapat pujian banyak pihak. ,2024-01-15 08:39:13,0.405952496170973,-1.0251876776377447,1.4852377300157238,-1.0066629056841638,kegiatan amal mendapat pujian banyak pihak,2,3
111,Pengembangan diri diharapkan memberikan manfaat. ,2024-07-05 07:31:45,0.2205168423349447,-1.378584490966028,0.45504220378213167,0.6666848109752856,pengembangan diri diharapkan memberikan manfaat,2,3
112,Pembakaran kejadian ini menggemparkan warga. ,2024-01-10 03:57:28,-0.7872397280377024,-0.07297959728098098,-1.2734737798312779,-1.6183003469458936,pembakaran kejadian menggemparkan warga,0,4
113,Perampokan terjadi di Banyumas. ,2024-01-16 04:05:16,1.2525524641586088,1.4023118615339165,0.24070622181406892,-0.8104773113171939,perampokan terjadi banyumas,1,2
114,Teknologi informasi memperkuat budaya lokal. ,2024-03-02 05:39:08,0.5379038627525871,-0.5771310035965281,-1.4463253781926189,1.6129917955689053,teknologi informasi memperkuat budaya lokal,2,5
115,Inovasi menjadi pusat perhatian. ,2024-02-13 22:09:17,-1.3115264912553155,-0.13328143447588647,0.6624641218157409,0.6320638237340557,inovasi menjadi pusat perhatian,1,3
116,Karnaval menciptakan lapangan kerja baru. ,2024-01-23 18:52:50,-1.025104058195492,-0.19428445582422113,-0.9554268388464104,0.4589588875279057,karnaval menciptakan lapangan kerja baru,2,4
117,Korupsi tersangka mengaku bersalah. ,2024-06-10 07:05:17,-0.6978646690730891,0.7656366502202631,-0.810231496222884,0.9321123798247155,korupsi tersangka mengaku bersalah,0,4
118,Pencemaran nama baik tersangka akan segera diadili. ,2024-06-26 18:54:58,0.06850886803292532,0.22292011546611348,-1.688317615898496,1.0244350124679955,pencemaran nama baik tersangka segera diadili,0,4
119,Konservasi menggairahkan sektor pariwisata. ,2024-07-16 01:41:57,1.6945015746292948,-1.1492972727947013,-0.43687204376238764,-1.6183003469458936,konservasi menggairahkan sektor pariwisata,1,4
120,Kekerasan motif masih belum diketahui. ,2024-07-21 20:53:29,-0.5993409820254839,1.074157677729082,-0.43687204376238764,0.5628218492515956,kekerasan motif diketahui,0,2
121,Penggelapan berhasil ditangkap. ,2024-01-10 04:56:08,-1.0156035598016158,-0.8611105857353274,-0.7203486650749868,1.4860481756843953,penggelapan berhasil ditangkap,0,3
122,Penipuan online tersangka akan segera diadili. ,2024-05-24 02:59:01,-1.2488935759179094,1.6119659234092276,0.4135578201754099,-1.6990826505087637,penipuan online tersangka segera diadili,0,4
123,Kebudayaan daerah menjadi inspirasi bagi banyak orang. ,2024-01-10 22:39:32,-1.3308793583539522,-1.7284753835271658,0.9666829349317009,0.12428934419601578,kebudayaan daerah menjadi inspirasi banyak orang,2,4
124,Rekreasi menjadi daya tarik utama. ,2024-06-07 01:32:24,-0.703494594047238,-0.9733000502839888,-0.5613251945825531,-1.0989855383274438,rekreasi menjadi daya tarik utama,2,4
125,Pameran memperkuat hubungan antarwarga. ,2024-01-18 06:00:32,-0.8452983293336126,-0.2910478689974416,0.6832063136191018,-1.4567357398201537,pameran memperkuat hubungan antarwarga,1,4
126,Komunitas menarik wisatawan mancanegara. ,2024-02-22 10:29:52,0.8897741736368912,0.0967069678488694,1.519808049687992,0.25123296408052576,komunitas menarik wisatawan mancanegara,1,4
127,Korupsi warga diminta waspada. ,2024-07-10 08:26:02,-1.479720499858013,-0.08139380712213058,1.0358235742762374,1.6360724537297253,korupsi warga diminta waspada,0,3
128,Bazar acara tersebut sukses besar. ,2024-03-27 14:59:45,-1.0324933347240624,0.011162501130515074,0.6555500578812872,-1.6413810051067137,bazar acara tersebut sukses besar,2,3
129,Perdagangan manusia berhasil ditangkap. ,2024-04-27 13:14:51,-1.1391100389220066,-1.3189838379245518,0.25453434968297617,-1.6990826505087637,perdagangan manusia berhasil ditangkap,0,4
130,Penculikan tersangka melawan saat ditangkap. ,2024-06-28 02:44:41,0.44501010067913077,-0.6745956009231777,0.5310969070611217,-1.4451954107397438,penculikan tersangka melawan ditangkap,0,4
131,Kompetisi membuka peluang investasi. ,2024-07-10 10:26:16,-0.5289669198486231,-1.7200611736860163,1.2985580037854756,-1.052824222005804,kompetisi membuka peluang investasi,1,4
132,Teater meningkatkan keterampilan. ,2024-03-05 19:42:36,0.5463487502138104,0.7284738900885189,-0.181051678187603,-1.122066196488264,teater meningkatkan keterampilan,2,3
133,Penganiayaan motif masih belum diketahui. ,2024-07-11 07:12:08,0.880273675243015,0.58192640202183,0.9735969988661546,1.1513786323525055,penganiayaan motif diketahui,0,2
134,Film menjadi trend baru. ,2024-03-31 20:34:58,0.03508118849891642,0.46903575331973946,0.04711243164936704,-0.591211058789404,film menjadi trend baru,2,2
135,Perampokan lokasi kejadian telah diamankan. ,2024-07-12 07:53:19,1.650869656079641,1.5229155359237276,0.25453434968297617,-0.706614349593504,perampokan lokasi kejadian diamankan,2,4
136,Arkeologi diharapkan memberikan manfaat. ,2024-02-01 20:45:40,-0.976545955293458,0.2958432674227434,0.5864094185367508,1.6129917955689053,arkeologi diharapkan memberikan manfaat,2,3
137,Penggelapan kejadian ini menggemparkan warga. ,2024-04-29 18:11:04,0.0414148540948339,0.9809001853230072,0.07476868738718159,-0.18729954097505414,penggelapan kejadian menggemparkan warga,0,4
138,Infrastruktur menjadi pusat perhatian. ,2024-03-11 01:14:04,-1.5293342136926997,0.19136682856180245,-1.2596456519623707,-0.18729954097505414,infrastruktur menjadi pusat perhatian,1,3
139,Turnamen meningkatkan kesadaran masyarakat. ,2024-07-10 16:28:45,-0.6496584364819394,0.634515213529015,1.2363314283753928,-0.04881559201013417,turnamen meningkatkan kesadaran masyarakat,1,4
140,Konser menarik wisatawan mancanegara. ,2024-07-22 02:03:33,-0.8801334901111587,-0.03721920545609516,0.7661750808325454,-0.545049742467764,konser menarik wisatawan mancanegara,2,4
141,Penggelapan penyidikan dilakukan secara intensif. ,2024-07-14 04:34:42,-0.8713367323390511,-0.293151421457729,0.8837141677182573,0.4820395456887257,penggelapan penyidikan dilakukan intensif,1,3
142,Perjudian kasus meningkat selama pandemi. ,2024-02-22 08:53:39,1.3391125606361476,0.4788523314677473,-0.5751533224514604,1.7283950863730053,perjudian kasus meningkat selama pandemi,1,3
143,Antropologi mendapat respon positif. ,2024-06-23 02:33:47,0.45802930218185,-1.0504303071611936,-0.506012683106924,-1.7337036377499937,antropologi mendapat respon positif,2,3
144,Perdagangan manusia tersangka mencoba melarikan diri. ,2024-05-01 06:32:38,-1.1563516841553374,-0.45582614505328806,-0.1741376142531494,1.2552415940761954,perdagangan manusia tersangka mencoba melarikan diri,0,5
145,Kejahatan siber penyidikan dilakukan secara intensif. ,2024-04-07 09:47:00,1.3957636806885205,-1.3792856751194573,1.443753346409002,0.12428934419601578,kejahatan siber penyidikan dilakukan intensif,0,4
146,Penculikan masih dalam penyelidikan. ,2024-03-24 10:07:23,0.9038489860722634,0.9514504508789835,-1.612262912619506,-1.5605987015438438,penculikan penyelidikan,0,2
